genome_id,kingdom,specie,protein,mono_score,dimer_score,class,genome_predominant_architecture_type
GCA_039697315.1,Pseudomonadati,Pseudomonas abietaniphila,CP155619.1_5534943_5536025,,236.9,dimeric,predominantly_dimeric
GCA_039697315.1,Pseudomonadati,Pseudomonas abietaniphila,CP155619.1_1201721_1203946,1308.1,,monomeric,predominantly_dimeric
GCA_039710355.1,Pseudomonadati,Rapidithrix thailandica,JBDKWZ010000001.1_917100_919481,158.5,,monomeric,ambiguous
GCA_039710355.1,Pseudomonadati,Rapidithrix thailandica,JBDKWZ010000007.1_145874_147100,,423.2,dimeric,ambiguous
GCA_039710355.1,Pseudomonadati,Rapidithrix thailandica,JBDKWZ010000018.1_94548_95615,,236.6,dimeric,ambiguous
GCA_039710355.1,Pseudomonadati,Rapidithrix thailandica,JBDKWZ010000001.1_288268_290895,68.7,,monomeric,ambiguous
GCA_039713385.1,Bacillati,Clostridioides difficile,JBDLCU010000008.1_31946_33016,,241.9,dimeric,predominantly_dimeric
GCA_039713385.1,Bacillati,Clostridioides difficile,JBDLCU010000013.1_26299_27495,,405.3,dimeric,predominantly_dimeric
GCA_039724765.1,Pseudomonadati,Sagittula stellata,CP155729.1_4338583_4339635,,231.3,dimeric,predominantly_dimeric
GCA_039724765.1,Pseudomonadati,Sagittula stellata,CP155729.1_2600778_2601992,,420.3,dimeric,predominantly_dimeric
GCA_039724765.1,Pseudomonadati,Sagittula stellata,CP155729.1_186823_187926,,244.5,dimeric,predominantly_dimeric
GCA_039724765.1,Pseudomonadati,Sagittula stellata,CP155729.1_4214149_4216353,1171.4,,monomeric,predominantly_dimeric
GCA_039726165.1,Bacillati,Paenarthrobacter sp. S56,CP152470.1_2571784_2572863,,242.6,dimeric,ambiguous
GCA_039726165.1,Bacillati,Paenarthrobacter sp. S56,CP152470.1_1185827_1188046,1301.9,,monomeric,ambiguous
GCA_039729015.1,Bacillati,Blastococcus sp. HT6-30,CP155792.1_2723301_2724323,,216.5,dimeric,predominantly_dimeric
GCA_039729015.1,Bacillati,Blastococcus sp. HT6-30,CP155792.1_3073440_3074654,,435.2,dimeric,predominantly_dimeric
GCA_039748935.1,Pseudomonadati,Pontibacter chitinilyticus,JBDIZJ010000008.1_124336_125826,,489.1,dimeric,predominantly_dimeric
GCA_039748935.1,Pseudomonadati,Pontibacter chitinilyticus,JBDIZJ010000014.1_113727_114725,,381.8,dimeric,predominantly_dimeric
GCA_039748935.1,Pseudomonadati,Pontibacter chitinilyticus,JBDIZJ010000005.1_24399_25517,,240.8,dimeric,predominantly_dimeric
GCA_039748935.1,Pseudomonadati,Pontibacter chitinilyticus,JBDIZJ010000014.1_41894_44224,137.1,,monomeric,predominantly_dimeric
GCA_039748935.1,Pseudomonadati,Pontibacter chitinilyticus,JBDIZJ010000012.1_125466_127694,1333.0,31.2,monomeric,predominantly_dimeric
GCA_039748955.1,Pseudomonadati,Polaribacter uvawellassae,JBDIZN010000001.1_132193_133314,,238.3,dimeric,ambiguous
GCA_039748955.1,Pseudomonadati,Polaribacter uvawellassae,JBDIZN010000003.1_477182_479407,1324.9,,monomeric,ambiguous
GCA_039749035.1,Pseudomonadati,Flavobacterium olei,JBDKWC010000008.1_124029_125147,,219.5,dimeric,ambiguous
GCA_039749035.1,Pseudomonadati,Flavobacterium olei,JBDKWC010000002.1_65556_66611,,225.2,dimeric,ambiguous
GCA_039749035.1,Pseudomonadati,Flavobacterium olei,JBDKWC010000007.1_256849_259233,365.8,,monomeric,ambiguous
GCA_039749035.1,Pseudomonadati,Flavobacterium olei,JBDKWC010000007.1_254483_256702,1297.5,,monomeric,ambiguous
GCA_039749495.1,Bacillati,Dehalogenimonas sp. THU2,JBDLLU010000006.1_44501_45613,,226.4,dimeric,predominantly_dimeric
GCA_039749495.1,Bacillati,Dehalogenimonas sp. THU2,JBDLLU010000001.1_184794_185864,,474.7,dimeric,predominantly_dimeric
GCA_039752985.1,Bacillati,Collinsella aerofaciens,JBDMHA010000021.1_2639_3724,,459.8,dimeric,predominantly_dimeric
GCA_039753335.1,Bacillati,Clostridium disporicum,JBDMHT010000021.1_31359_32543,,407.8,dimeric,predominantly_dimeric
GCA_039753335.1,Bacillati,Clostridium disporicum,JBDMHT010000013.1_43415_44485,,242.6,dimeric,predominantly_dimeric
GCA_039753375.1,Bacillati,Brachybacterium nesterenkovii,JBDMHX010000007.1_20550_21653,,229.1,dimeric,ambiguous
GCA_039753375.1,Bacillati,Brachybacterium nesterenkovii,JBDMHX010000008.1_2639_4879,1264.4,,monomeric,ambiguous
GCA_039753415.1,Bacillati,Brevibacterium paucivorans,JBDMHW010000005.1_96753_97802,,243.3,dimeric,ambiguous
GCA_039753415.1,Bacillati,Brevibacterium paucivorans,JBDMHW010000001.1_258766_260982,1273.6,,monomeric,ambiguous
GCA_039758815.1,Bacillati,Collinsella aerofaciens,JBDMSK010000011.1_38726_39811,,459.3,dimeric,predominantly_dimeric
GCA_039758945.1,Bacillati,Collinsella aerofaciens,JBDMSO010000019.1_31926_33011,,457.9,dimeric,predominantly_dimeric
GCA_039762275.1,Pseudomonadati,Psychrobacter proteolyticus,JBDLOB010000002.1_153330_154589,,547.9,dimeric,predominantly_dimeric
GCA_039762275.1,Pseudomonadati,Psychrobacter proteolyticus,JBDLOB010000002.1_150876_153095,1275.8,,monomeric,predominantly_dimeric
GCA_039762275.1,Pseudomonadati,Psychrobacter proteolyticus,JBDLOB010000001.1_300025_301128,,226.6,dimeric,predominantly_dimeric
GCA_039766235.1,Bacillati,Streptomyces sp. 21So2-11,JBDHNH010000002.1_125731_126774,,234.1,dimeric,ambiguous
GCA_039766235.1,Bacillati,Streptomyces sp. 21So2-11,JBDHNH010000003.1_183426_185648,1277.9,,monomeric,ambiguous
GCA_039822205.1,Pseudomonadati,Thermodesulfobium fumaratoxidans,JBAGBW010000019.1_382_2619,1064.5,,monomeric,ambiguous
GCA_039822205.1,Pseudomonadati,Thermodesulfobium fumaratoxidans,JBAGBW010000007.1_30140_31207,,209.7,dimeric,ambiguous
GCA_039822265.1,Pseudomonadati,Thiobacter aerophilum,JBAJEX010000011.1_40405_41646,,592.5,dimeric,predominantly_dimeric
GCA_039822265.1,Pseudomonadati,Thiobacter aerophilum,JBAJEX010000008.1_46824_47885,,250.7,dimeric,predominantly_dimeric
GCA_039822285.1,Pseudomonadati,Thiofaba sp. EF100,JBAJEY010000001.1_375198_376280,,246.2,dimeric,predominantly_dimeric
GCA_039822285.1,Pseudomonadati,Thiofaba sp. EF100,JBAJEY010000001.1_618626_619876,,587.3,dimeric,predominantly_dimeric
GCA_039822625.1,Pseudomonadati,Marinimicrobium locisalis,JBDLLG010000001.1_146621_147742,,255.6,dimeric,predominantly_dimeric
GCA_039822625.1,Pseudomonadati,Marinimicrobium locisalis,JBDLLG010000001.1_256047_257210,,235.3,dimeric,predominantly_dimeric
GCA_039822625.1,Pseudomonadati,Marinimicrobium locisalis,JBDLLG010000007.1_18565_19572,,388.3,dimeric,predominantly_dimeric
GCA_039822625.1,Pseudomonadati,Marinimicrobium locisalis,JBDLLG010000001.1_56110_58341,1327.3,,monomeric,predominantly_dimeric
GCA_039830135.1,Pseudomonadati,Defluviimonas sp. SAOS-178_SWC,CP156081.1_535718_536827,,231.8,dimeric,predominantly_dimeric
GCA_039830135.1,Pseudomonadati,Defluviimonas sp. SAOS-178_SWC,CP156081.1_964149_966395,1167.6,,monomeric,predominantly_dimeric
GCA_039830135.1,Pseudomonadati,Defluviimonas sp. SAOS-178_SWC,CP156081.1_2525772_2526983,,425.2,dimeric,predominantly_dimeric
GCA_039830145.1,Pseudomonadati,Croceibacterium sp. TMG7-5b_MA50,CP156082.1_1597685_1598740,,239.7,dimeric,predominantly_dimeric
GCA_039830145.1,Pseudomonadati,Croceibacterium sp. TMG7-5b_MA50,CP156082.1_643310_644533,,433.4,dimeric,predominantly_dimeric
GCA_039831855.1,Pseudomonadati,Aequorivita sp. Q41,JBDPMS010000005.1_2120_4480,314.8,,monomeric,predominantly_monomeric
GCA_039831855.1,Pseudomonadati,Aequorivita sp. Q41,JBDPMS010000005.1_4548_6776,1309.8,,monomeric,predominantly_monomeric
GCA_039831865.1,Pseudomonadati,Pseudoalteromonas pernae,JBDODM010000001.1_26113_27306,,332.1,dimeric,predominantly_dimeric
GCA_039831865.1,Pseudomonadati,Pseudoalteromonas pernae,JBDODM010000001.1_304183_306405,1330.6,,monomeric,predominantly_dimeric
GCA_039831865.1,Pseudomonadati,Pseudoalteromonas pernae,JBDODM010000006.1_153002_154009,,384.1,dimeric,predominantly_dimeric
GCA_039831865.1,Pseudomonadati,Pseudoalteromonas pernae,JBDODM010000010.1_11553_12629,,244.2,dimeric,predominantly_dimeric
GCA_039831995.1,Bacillati,Paenibacillus pabuli,JBDOIO010000003.1_2114157_2115449,,597.8,dimeric,predominantly_dimeric
GCA_039831995.1,Bacillati,Paenibacillus pabuli,JBDOIO010000003.1_2282599_2283684,,251.2,dimeric,predominantly_dimeric
GCA_039839285.1,Pseudomonadati,Mucilaginibacter sp. CAU 1740,JBDOQS010000003.1_73367_74596,,426.4,dimeric,predominantly_dimeric
GCA_039839285.1,Pseudomonadati,Mucilaginibacter sp. CAU 1740,JBDOQS010000009.1_53619_55073,,388.5,dimeric,predominantly_dimeric
GCA_039839285.1,Pseudomonadati,Mucilaginibacter sp. CAU 1740,JBDOQS010000019.1_10411_11487,,239.8,dimeric,predominantly_dimeric
GCA_039839345.1,Pseudomonadati,Roseovarius sp. CAU 1744,JBDOQV010000003.1_211746_212852,,240.2,dimeric,ambiguous
GCA_039839345.1,Pseudomonadati,Roseovarius sp. CAU 1744,JBDOQV010000003.1_59898_62102,1168.5,,monomeric,ambiguous
GCA_039839375.1,Pseudomonadati,Inquilinus sp. CAU 1745,JBDOQU010000004.1_237527_238600,,225.1,dimeric,predominantly_dimeric
GCA_039839375.1,Pseudomonadati,Inquilinus sp. CAU 1745,JBDOQU010000022.1_24283_25395,,225.9,dimeric,predominantly_dimeric
GCA_039839375.1,Pseudomonadati,Inquilinus sp. CAU 1745,JBDOQU010000008.1_4097_5317,,442.2,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000001.1_626042_627118,,232.3,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000001.1_471737_472951,,435.4,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000015.1_95932_97044,,233.1,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000016.1_139188_140279,,269.9,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000009.1_179336_180451,,233.1,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000007.1_83956_85056,,222.5,dimeric,predominantly_dimeric
GCA_039839775.1,Pseudomonadati,Roseomonas sp. CAU 1739,JBDOQQ010000004.1_254611_255684,,236.0,dimeric,predominantly_dimeric
GCA_039839785.1,Pseudomonadati,Pelagibius sp. CAU 1746,JBDOQT010000001.1_2422730_2423944,,432.4,dimeric,predominantly_dimeric
GCA_039839785.1,Pseudomonadati,Pelagibius sp. CAU 1746,JBDOQT010000002.1_856414_857490,,282.4,dimeric,predominantly_dimeric
GCA_039839785.1,Pseudomonadati,Pelagibius sp. CAU 1746,JBDOQT010000002.1_958826_959884,,229.0,dimeric,predominantly_dimeric
GCA_039839785.1,Pseudomonadati,Pelagibius sp. CAU 1746,JBDOQT010000001.1_466271_467338,,243.9,dimeric,predominantly_dimeric
GCA_039839785.1,Pseudomonadati,Pelagibius sp. CAU 1746,JBDOQT010000001.1_963736_964848,,236.6,dimeric,predominantly_dimeric
GCA_039851965.1,Bacillati,Guptibacillus hwajinpoensis,CP156674.1_1571816_1573255,,479.2,dimeric,predominantly_dimeric
GCA_039851965.1,Bacillati,Guptibacillus hwajinpoensis,CP156674.1_3423505_3424776,,594.3,dimeric,predominantly_dimeric
GCA_039851965.1,Bacillati,Guptibacillus hwajinpoensis,CP156674.1_3016991_3018097,,255.0,dimeric,predominantly_dimeric
GCA_039851965.1,Bacillati,Guptibacillus hwajinpoensis,CP156674.1_2651854_2652912,,235.4,dimeric,predominantly_dimeric
GCA_039851975.1,Bacillati,Desulfoscipio sp. L,CP156660.1_553637_554713,,232.4,dimeric,predominantly_dimeric
GCA_039851975.1,Bacillati,Desulfoscipio sp. L,CP156660.1_4226753_4227967,,407.4,dimeric,predominantly_dimeric
GCA_039852015.1,Pseudomonadati,Robbsia sp. KACC 23696,CP156626.1_2973068_2974324,,578.6,dimeric,predominantly_dimeric
GCA_039852015.1,Pseudomonadati,Robbsia sp. KACC 23696,CP156628.1_185876_188107,1331.4,,monomeric,predominantly_dimeric
GCA_039852015.1,Pseudomonadati,Robbsia sp. KACC 23696,CP156626.1_2556334_2557407,,235.8,dimeric,predominantly_dimeric
GCA_039871525.1,Bacillati,Streptomyces sp. B6B3,JBDPLU010000017.1_180350_181468,,214.6,dimeric,predominantly_dimeric
GCA_039871525.1,Bacillati,Streptomyces sp. B6B3,JBDPLU010000001.1_938907_939950,,224.1,dimeric,predominantly_dimeric
GCA_039871525.1,Bacillati,Streptomyces sp. B6B3,JBDPLU010000002.1_714269_715324,,236.3,dimeric,predominantly_dimeric
GCA_039871525.1,Bacillati,Streptomyces sp. B6B3,JBDPLU010000003.1_447492_447968,,144.0,dimeric,predominantly_dimeric
GCA_039871525.1,Bacillati,Streptomyces sp. B6B3,JBDPLU010000003.1_524138_525250,,266.9,dimeric,predominantly_dimeric
GCA_039871525.1,Bacillati,Streptomyces sp. B6B3,JBDPLU010000004.1_202084_204303,1267.7,,monomeric,predominantly_dimeric
GCA_039871555.1,Bacillati,Streptomyces sp. B5E4,JBDPMI010000031.1_7219_8259,,230.6,dimeric,predominantly_dimeric
GCA_039871555.1,Bacillati,Streptomyces sp. B5E4,JBDPMI010000022.1_32503_33558,,234.6,dimeric,predominantly_dimeric
GCA_039871555.1,Bacillati,Streptomyces sp. B5E4,JBDPMI010000010.1_123090_125315,1296.6,,monomeric,predominantly_dimeric
GCA_039871625.1,Bacillati,Micromonospora sp. B11E3,JBDPMC010000041.1_44092_45123,,225.9,dimeric,predominantly_dimeric
GCA_039871625.1,Bacillati,Micromonospora sp. B11E3,JBDPMC010000009.1_136163_137284,,220.8,dimeric,predominantly_dimeric
GCA_039871625.1,Bacillati,Micromonospora sp. B11E3,JBDPMC010000004.1_10045_11262,,434.7,dimeric,predominantly_dimeric
GCA_039871625.1,Bacillati,Micromonospora sp. B11E3,JBDPMC010000075.1_25954_26799,,208.1,dimeric,predominantly_dimeric
GCA_039871645.1,Bacillati,Mycobacterium sp. B14F4,JBDPMF010000009.1_137516_138562,,225.5,dimeric,predominantly_dimeric
GCA_039871645.1,Bacillati,Mycobacterium sp. B14F4,JBDPMF010000008.1_61670_63910,1247.3,,monomeric,predominantly_dimeric
GCA_039871645.1,Bacillati,Mycobacterium sp. B14F4,JBDPMF010000001.1_553697_554707,,233.2,dimeric,predominantly_dimeric
GCA_039871695.1,Bacillati,Actinomadura sp. B10D3,JBDPLY010000028.1_14697_15914,,426.5,dimeric,predominantly_dimeric
GCA_039871695.1,Bacillati,Actinomadura sp. B10D3,JBDPLY010000019.1_58081_59130,,243.3,dimeric,predominantly_dimeric
GCA_039871715.1,unknown,unknown,JBDPMM010000004.1_40445_42673,1340.7,,monomeric,predominantly_dimeric
GCA_039871715.1,unknown,unknown,JBDPMM010000013.1_6164_7171,,392.3,dimeric,predominantly_dimeric
GCA_039871715.1,unknown,unknown,JBDPMM010000003.1_334999_336087,,235.4,dimeric,predominantly_dimeric
GCA_039871735.1,Bacillati,Plantactinospora sp. B24E8,JBDPMH010000008.1_1912_2949,,233.3,dimeric,predominantly_dimeric
GCA_039871735.1,Bacillati,Plantactinospora sp. B24E8,JBDPMH010000002.1_293106_294245,,222.4,dimeric,predominantly_dimeric
GCA_039871735.1,Bacillati,Plantactinospora sp. B24E8,JBDPMH010000004.1_279538_280755,,436.5,dimeric,predominantly_dimeric
GCA_039871815.1,Bacillati,Micromonospora sp. B9E7,JBDPLX010000018.1_117656_118873,,437.4,dimeric,predominantly_dimeric
GCA_039871815.1,Bacillati,Micromonospora sp. B9E7,JBDPLX010000009.1_163148_164230,,213.7,dimeric,predominantly_dimeric
GCA_039871815.1,Bacillati,Micromonospora sp. B9E7,JBDPLX010000003.1_115028_116059,,224.3,dimeric,predominantly_dimeric
GCA_039871875.1,Bacillati,Sphaerisporangium sp. B11E5,JBDPMD010000005.1_197487_198704,,454.4,dimeric,predominantly_dimeric
GCA_039871875.1,Bacillati,Sphaerisporangium sp. B11E5,JBDPMD010000004.1_83564_84622,,236.1,dimeric,predominantly_dimeric
GCA_039871945.1,Pseudomonadati,Shewanella vesiculosa,JBDPZN010000007.1_228163_229257,,225.2,dimeric,predominantly_dimeric
GCA_039871945.1,Pseudomonadati,Shewanella vesiculosa,JBDPZN010000003.1_439524_440534,,372.6,dimeric,predominantly_dimeric
GCA_039871945.1,Pseudomonadati,Shewanella vesiculosa,JBDPZN010000002.1_210656_212881,1310.2,,monomeric,predominantly_dimeric
GCA_039872745.1,Pseudomonadati,Roseateles paludis,JBDPZD010000002.1_480676_482913,1270.4,,monomeric,predominantly_dimeric
GCA_039872745.1,Pseudomonadati,Roseateles paludis,JBDPZD010000005.1_98842_99933,,247.1,dimeric,predominantly_dimeric
GCA_039872745.1,Pseudomonadati,Roseateles paludis,JBDPZD010000002.1_484214_485476,,570.4,dimeric,predominantly_dimeric
GCA_039880525.1,Bacillati,Agrococcus chionoecetis,CP156989.1_745438_746496,,215.5,dimeric,ambiguous
GCA_039880525.1,Bacillati,Agrococcus chionoecetis,CP156989.1_2188091_2190310,1274.1,,monomeric,ambiguous
GCA_039880665.1,Bacillati,Nonomuraea sp. B5E05,JBDPMJ010000009.1_257321_258358,,242.2,dimeric,predominantly_dimeric
GCA_039880665.1,Bacillati,Nonomuraea sp. B5E05,JBDPMJ010000005.1_187412_188629,,439.9,dimeric,predominantly_dimeric
GCA_039888625.1,Pseudomonadati,Pseudomonas sp. CAU 1711,JBDQQT010000011.1_160138_161220,,235.2,dimeric,predominantly_dimeric
GCA_039888625.1,Pseudomonadati,Pseudomonas sp. CAU 1711,JBDQQT010000004.1_238947_240203,,589.4,dimeric,predominantly_dimeric
GCA_039888655.1,Bacillati,Gorillibacterium sp. CAU 1737,JBDQQO010000001.1_237374_238681,,610.5,dimeric,predominantly_dimeric
GCA_039888655.1,Bacillati,Gorillibacterium sp. CAU 1737,JBDQQO010000003.1_492558_493634,,239.1,dimeric,predominantly_dimeric
GCA_039888725.1,Bacillati,Solibacillus sp. CAU 1738,JBDQQN010000001.1_146663_147928,,599.6,dimeric,predominantly_dimeric
GCA_039888725.1,Bacillati,Solibacillus sp. CAU 1738,JBDQQN010000001.1_835114_836214,,221.6,dimeric,predominantly_dimeric
GCA_039888725.1,Bacillati,Solibacillus sp. CAU 1738,JBDQQN010000005.1_166220_167278,,222.7,dimeric,predominantly_dimeric
GCA_039888735.1,Bacillati,Streptomyces sp. CAU 1734,JBDQQP010000014.1_37276_38316,,226.6,dimeric,ambiguous
GCA_039888735.1,Bacillati,Streptomyces sp. CAU 1734,JBDQQP010000007.1_218684_220903,1293.9,,monomeric,ambiguous
GCA_039889035.1,Bacillati,Micromonosporaceae bacterium B7E4,JBDQQY010000007.1_261631_262668,,232.7,dimeric,predominantly_dimeric
GCA_039889035.1,Bacillati,Micromonosporaceae bacterium B7E4,JBDQQY010000016.1_118904_119983,,228.1,dimeric,predominantly_dimeric
GCA_039889035.1,Bacillati,Micromonosporaceae bacterium B7E4,JBDQQY010000004.1_61551_62768,,431.6,dimeric,predominantly_dimeric
GCA_039889165.1,Pseudomonadati,Pseudocitrobacter cyperus,JAYMYY010000001.1_823708_824958,,602.5,dimeric,predominantly_dimeric
GCA_039889165.1,Pseudomonadati,Pseudocitrobacter cyperus,JAYMYY010000002.1_153398_154489,,238.5,dimeric,predominantly_dimeric
GCA_039889245.1,Bacillati,Dermatophilaceae bacterium Soc4.6,JAZGVH010000002.1_1130265_1132496,1252.5,,monomeric,ambiguous
GCA_039889245.1,Bacillati,Dermatophilaceae bacterium Soc4.6,JAZGVH010000002.1_768028_769131,,236.3,dimeric,ambiguous
GCA_039894175.1,Pseudomonadati,Flavobacterium maulense,JBCLWO010000005.1_14132_15235,,203.2,dimeric,ambiguous
GCA_039894175.1,Pseudomonadati,Flavobacterium maulense,JBCLWO010000007.1_74032_75093,,215.6,dimeric,ambiguous
GCA_039894175.1,Pseudomonadati,Flavobacterium maulense,JBCLWO010000027.1_37770_40151,375.1,,monomeric,ambiguous
GCA_039894175.1,Pseudomonadati,Flavobacterium maulense,JBCLWO010000027.1_40297_42519,1278.4,,monomeric,ambiguous
GCA_039904985.1,Pseudomonadati,Methylomonas sp. AM2-LC,CP157005.1_53054_54280,,397.9,dimeric,predominantly_dimeric
GCA_039904985.1,Pseudomonadati,Methylomonas sp. AM2-LC,CP157005.1_4395318_4396415,,210.5,dimeric,predominantly_dimeric
GCA_039904985.1,Pseudomonadati,Methylomonas sp. AM2-LC,CP157005.1_3658272_3659282,,393.6,dimeric,predominantly_dimeric
GCA_039904985.1,Pseudomonadati,Methylomonas sp. AM2-LC,CP157005.1_82916_83998,,242.3,dimeric,predominantly_dimeric
GCA_039905635.1,Bacillati,Microbacterium chionoecetis,CP157000.1_1188151_1190367,1213.0,,monomeric,ambiguous
GCA_039905635.1,Bacillati,Microbacterium chionoecetis,CP157000.1_2489264_2490325,,237.7,dimeric,ambiguous
GCA_039908635.1,Pseudomonadati,Pseudomonas purpurea,CP150918.1_3598888_3601113,1295.0,,monomeric,predominantly_dimeric
GCA_039908635.1,Pseudomonadati,Pseudomonas purpurea,CP150918.1_2252219_2253301,,234.9,dimeric,predominantly_dimeric
GCA_039908635.1,Pseudomonadati,Pseudomonas purpurea,CP150918.1_3597138_3597497,,184.4,dimeric,predominantly_dimeric
GCA_039908635.1,Pseudomonadati,Pseudomonas purpurea,CP150918.1_3597442_3598395,,327.7,dimeric,predominantly_dimeric
GCA_039938335.1,Bacillati,Citricoccus nitrophenolicus,JBDXMX010000001.1_550749_551855,,229.4,dimeric,ambiguous
GCA_039938335.1,Bacillati,Citricoccus nitrophenolicus,JBDXMX010000005.1_230014_232236,1282.5,,monomeric,ambiguous
GCA_039938915.1,Pseudomonadati,Devosia alba,JBDUUI010000002.1_145277_146377,,220.8,dimeric,predominantly_dimeric
GCA_039938915.1,Pseudomonadati,Devosia alba,JBDUUI010000003.1_116307_117524,,417.6,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000007.1_194707_195921,,440.8,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000003.1_90475_91533,,265.5,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000001.1_421790_422902,,217.6,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000003.1_60359_61444,,253.8,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000001.1_101732_102808,,236.8,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000001.1_100618_101721,,221.4,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000010.1_132920_133963,,233.5,dimeric,predominantly_dimeric
GCA_039939195.1,Pseudomonadati,Foliimonas ilicis,JBDUUH010000001.1_103951_105024,,272.0,dimeric,predominantly_dimeric
GCA_039939215.1,Pseudomonadati,Marinomonas sp. 5E14-1,JBDXMW010000015.1_37510_39729,1266.3,,monomeric,ambiguous
GCA_039939215.1,Pseudomonadati,Marinomonas sp. 5E14-1,JBDXMW010000010.1_24646_25725,,260.6,dimeric,ambiguous
GCA_039939235.1,Bacillati,Gordonia aurantiaca,JBDUUF010000003.1_387633_389876,1281.0,,monomeric,predominantly_dimeric
GCA_039939235.1,Bacillati,Gordonia aurantiaca,JBDUUF010000002.1_160897_161907,,251.1,dimeric,predominantly_dimeric
GCA_039939235.1,Bacillati,Gordonia aurantiaca,JBDUUF010000011.1_131868_132983,,289.8,dimeric,predominantly_dimeric
GCA_039939255.1,Bacillati,Nocardioides secundeburneus,JBDUUE010000005.1_482150_483235,,249.3,dimeric,ambiguous
GCA_039939255.1,Bacillati,Nocardioides secundeburneus,JBDUUE010000007.1_330901_333099,1263.1,,monomeric,ambiguous
GCA_039946255.1,Bacillati,Gordonia aichiensis,JBCDWL010000009.1_158362_159426,,290.7,dimeric,predominantly_dimeric
GCA_039946255.1,Bacillati,Gordonia aichiensis,JBCDWL010000001.1_508679_510919,1269.6,,monomeric,predominantly_dimeric
GCA_039946255.1,Bacillati,Gordonia aichiensis,JBCDWL010000006.1_142239_143273,,236.7,dimeric,predominantly_dimeric
GCA_039954625.1,Pseudomonadati,Pontimicrobium sp. SW4,CP157199.1_2611793_2612911,,232.2,dimeric,predominantly_monomeric
GCA_039954625.1,Pseudomonadati,Pontimicrobium sp. SW4,CP157199.1_2008596_2010971,355.4,,monomeric,predominantly_monomeric
GCA_039954625.1,Pseudomonadati,Pontimicrobium sp. SW4,CP157199.1_2006309_2008525,1326.0,,monomeric,predominantly_monomeric
GCA_039954865.1,Pseudomonadati,Rickettsia oklahomensis,CP157197.1_677894_679345,,452.5,dimeric,predominantly_dimeric
GCA_039955095.1,Bacillati,Limosilactobacillus allomucosae,CP154878.1_1316049_1317308,,484.2,dimeric,predominantly_dimeric
GCA_039962315.1,Bacillati,Leptolyngbya sp. PL-A2,JAMPLC010000043.1_28721_30148,,522.1,dimeric,predominantly_dimeric
GCA_039962315.1,Bacillati,Leptolyngbya sp. PL-A2,JAMPLC010000040.1_35247_36329,,239.3,dimeric,predominantly_dimeric
GCA_039994485.1,Pseudomonadati,Edaphobacter paludis,CP121195.1_844684_845724,,389.7,dimeric,predominantly_dimeric
GCA_039994485.1,Pseudomonadati,Edaphobacter paludis,CP121195.1_3019045_3020448,,545.4,dimeric,predominantly_dimeric
GCA_039994485.1,Pseudomonadati,Edaphobacter paludis,CP121195.1_1032281_1033390,,226.6,dimeric,predominantly_dimeric
GCA_039994875.1,Pseudomonadati,Occallatibacter bavaricus,CP121196.1_5718516_5719535,,381.2,dimeric,predominantly_dimeric
GCA_039994875.1,Pseudomonadati,Occallatibacter bavaricus,CP121196.1_4382302_4383702,,542.7,dimeric,predominantly_dimeric
GCA_039994875.1,Pseudomonadati,Occallatibacter bavaricus,CP121196.1_4650132_4651229,,218.8,dimeric,predominantly_dimeric
GCA_039995105.1,Bacillati,Jonesiaceae bacterium BS-20,CP146203.1_2228872_2229915,,234.2,dimeric,ambiguous
GCA_039995105.1,Bacillati,Jonesiaceae bacterium BS-20,CP146203.1_2390765_2392987,1291.8,,monomeric,ambiguous
GCA_040004035.1,Bacillati,Microcoleus vaginatus,JAMPLN010000029.1_40432_41517,,249.0,dimeric,predominantly_dimeric
GCA_040004035.1,Bacillati,Microcoleus vaginatus,JAMPLN010000036.1_21029_22453,,531.5,dimeric,predominantly_dimeric
GCA_040009165.1,Pseudomonadati,Phyllobacterium sp. SB3,JBDYKI010000001.1_563858_564970,,210.1,dimeric,predominantly_dimeric
